200,150,200,200,250,250,250,200,200,100
250,200,200,200,250,150,200,200,200,100
250,200,200,200,200,150,200,250,250,100
250,200,150,200,250,200,200,200,250,100
200,200,150,200,200,200,200,200,250,250
200,250,150,200,250,200,250,250,250,250
250,250,150,250,250,250,250,250,150,250
200,200,150,250,250,200,200,200,150,200
200,200,150,200,200,200,150,200,200,150
